codigo_abonado,tipo_solicitud,canal_ingreso,servicio_afectado,falla,diagnostico,estado,fecha_ingreso,fecha_cierre,asesor_idx,tecnico_idx,escalado
TCF103208,cambio_plan,whatsapp,,,,solucionado,2026-01-07 10:30:00,2026-01-09 12:30:00,4,3,
SR100788,soporte_remoto,whatsapp,internet,PROBLEMAS CON TEST DE VELOCIDAD,,solucionado,2026-01-07 10:40:00,2026-01-07 11:00:00,1,4,1
VG100789,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-07 11:20:00,2026-01-07 11:35:00,6,0,
DQ100036,sin_internet,call_center,internet,,BLOQUEO DE EQUIPO,solucionado,2026-01-07 12:00:00,2026-01-08 15:15:00,5,0,
TC103197,cambio_plan,call_center,,,,solucionado,2026-01-07 12:25:00,2026-01-09 11:20:00,7,3,
C100790,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-07 13:30:00,2026-01-07 15:15:00,13,0,
SG100791,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-07 14:00:00,2026-01-09 12:15:00,9,1,
SG100792,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-07 14:00:00,2026-01-09 12:15:00,9,1,
DQ100794,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,cancelado,2026-01-07 14:00:00,2026-01-07 14:00:00,4,4,
DQ103198,cambio_plan,whatsapp,,,,solucionado,2026-01-07 14:15:00,2026-01-09 11:20:00,0,3,
TC103199,cambio_plan,whatsapp,,,,solucionado,2026-01-07 14:40:00,2026-01-09 11:30:00,26,3,
DQ100793,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-01-07 14:55:00,2026-01-08 10:30:00,23,1,
TC100795,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,cancelado,2026-01-07 15:30:00,2026-01-13 09:30:00,10,0,
SG103206,cambio_titular,call_center,,,,solucionado,2026-01-07 15:30:00,2026-01-15 17:55:00,9,2,
VG103200,cambio_plan,whatsapp,,,,solucionado,2026-01-07 15:35:00,2026-01-09 11:45:00,6,3,
TC100796,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-07 15:40:00,2026-01-09 11:20:00,10,0,
C103201,cambio_plan,call_center,,,,solucionado,2026-01-07 16:00:00,2026-01-19 17:35:00,15,3,
TC103202,cambio_plan,call_center,,,,solucionado,2026-01-07 16:35:00,2026-01-30 10:50:00,4,3,
DQ100797,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-07 16:45:00,2026-01-08 08:40:00,5,1,
DQ103203,cambio_plan,whatsapp,,,,solucionado,2026-01-07 17:15:00,2026-01-09 11:50:00,5,3,
C103204,cambio_plan,call_center,,,,solucionado,2026-01-07 17:30:00,2026-01-09 11:55:00,13,3,
SG103205,cambio_plan,whatsapp,,,,solucionado,2026-01-07 17:30:00,2026-01-19 17:40:00,9,3,
SG103206,cambio_plan,call_center,,,,solucionado,2026-01-07 17:30:00,2026-01-09 12:05:00,9,3,
TC100037,sin_internet,call_center,internet,,BLOQUEO DE EQUIPO,solucionado,2026-01-07 17:55:00,2026-01-08 08:30:00,26,0,
SG103207,cambio_plan,call_center,,,,solucionado,2026-01-07 18:00:00,2026-01-19 17:45:00,9,3,
SR100798,soporte_remoto,call_center,tv,FALLAS CON LA TV,,solucionado,2026-01-07 18:30:00,2026-01-13 10:30:00,5,1,
DQ100038,sin_internet,call_center,internet,,FALLA DE FIBRA,solucionado,2026-01-08 09:20:00,2026-01-08 09:45:00,5,0,
TC100799,soporte_remoto,call_center,tv,PROGRAMACIÓN DE TV,,solucionado,2026-01-08 09:30:00,2026-01-08 14:05:00,5,16,
DQ100039,sin_internet,call_center,internet,,FALLA DE FIBRA,cancelado,2026-01-08 09:45:00,2026-01-08 11:00:00,5,0,
TC100800,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-08 10:00:00,2026-01-08 12:35:00,4,16,
SR100801,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-08 10:00:00,2026-01-09 12:05:00,1,1,
CH100802,soporte_remoto,call_center,internet,ERROR EN INGRESO A PÁGINAS,,solucionado,2026-01-08 10:20:00,2026-01-09 11:50:00,2,0,
C100803,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-01-08 10:25:00,2026-01-08 11:10:00,13,1,
CH103209,cambio_plan,whatsapp,,,,solucionado,2026-01-08 10:50:00,2026-01-30 11:40:00,2,3,
CH103210,cambio_plan,whatsapp,,,,solucionado,2026-01-08 10:50:00,2026-01-30 11:50:00,2,3,
C103211,cambio_plan,whatsapp,,,,cancelado,2026-01-08 10:50:00,2026-01-30 11:55:00,13,3,
CH100804,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-08 10:55:00,2026-01-08 11:35:00,2,16,
VG100621,cambio_plan,call_center,,,,solucionado,2026-01-08 11:00:00,2026-01-30 12:20:00,6,3,
DQ100040,sin_internet,whatsapp,internet,,FALLA DE FIBRA,solucionado,2026-01-08 11:05:00,2026-01-08 11:10:00,0,0,
DQ100805,soporte_remoto,call_center,internet,PROBLEMAS CON CÁMARAS/DVR,,solucionado,2026-01-08 11:55:00,2026-01-08 12:25:00,0,16,
TC100806,soporte_remoto,whatsapp,internet,ERROR EN INGRESO A PÁGINAS,,solucionado,2026-01-08 13:00:00,2026-01-08 14:40:00,21,16,
TCF100041,sin_internet,whatsapp,internet,,BLOQUEO DE EQUIPO,solucionado,2026-01-08 13:05:00,2026-01-08 15:10:00,4,0,
CH100597,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-08 13:20:00,2026-01-08 16:00:00,2,1,
CH100807,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-01-08 13:20:00,2026-01-08 16:20:00,2,1,
C100808,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-08 13:55:00,2026-01-08 16:15:00,10,16,
CH100809,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,cancelado,2026-01-08 14:00:00,2026-01-08 14:00:00,2,16,
TC100727,cambio_plan,whatsapp,,,,solucionado,2026-01-08 14:10:00,2026-01-09 17:10:00,5,3,
TC100042,sin_internet,call_center,internet,,FALLA DE FIBRA,solucionado,2026-01-08 14:25:00,2026-01-08 15:35:00,26,0,
SG103213,cambio_plan,whatsapp,,,,solucionado,2026-01-08 16:00:00,2026-01-09 17:40:00,9,3,
SG103213,cambio_titular,call_center,,,,solucionado,2026-01-08 16:00:00,2026-01-09 17:55:00,9,2,
DQ100728,cambio_plan,call_center,,,,solucionado,2026-01-08 16:10:00,2026-01-09 12:40:00,5,3,
C103212,cambio_plan,call_center,,,,solucionado,2026-01-08 16:15:00,2026-01-09 17:35:00,8,3,
C103214,cambio_plan,call_center,,,,solucionado,2026-01-08 16:30:00,2026-01-09 17:45:00,8,3,
CH100216,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-08 16:45:00,2026-01-08 17:45:00,2,16,
SR100043,sin_internet,whatsapp,internet,,FALLA DE FIBRA,solucionado,2026-01-08 16:55:00,2026-01-08 17:05:00,1,0,
SG100810,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-08 17:00:00,2026-01-09 08:30:00,9,1,
C103215,cambio_plan,call_center,,,,solucionado,2026-01-09 08:10:00,2026-01-10 14:10:00,34,3,
DQ100811,soporte_remoto,whatsapp,internet,ERROR EN INGRESO A PÁGINAS,,solucionado,2026-01-09 08:25:00,2026-01-09 10:45:00,0,2,
TC100812,soporte_remoto,whatsapp,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-01-09 08:35:00,2026-01-09 11:05:00,26,2,
DQ100044,sin_internet,call_center,internet,,BLOQUEO DE EQUIPO,solucionado,2026-01-09 08:45:00,2026-01-09 09:55:00,0,0,
C103221,cambio_plan,call_center,,,,solucionado,2026-01-09 09:00:00,2026-01-13 09:30:00,13,3,
CH100045,sin_internet,whatsapp,internet,,,solucionado,2026-01-09 09:05:00,2026-01-09 10:35:00,2,0,
TC100813,soporte_remoto,call_center,tv,CANALES LLUVIOSOS/PIXELADOS,,solucionado,2026-01-09 09:05:00,2026-01-13 09:30:00,26,0,
SR100814,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-09 09:15:00,2026-01-09 09:15:00,11,2,
SG100815,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-09 09:45:00,2026-01-13 09:55:00,9,0,
CH100111,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-01-09 09:45:00,2026-01-09 10:25:00,2,1,
TC100816,soporte_remoto,caja,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-01-09 10:05:00,2026-01-09 10:15:00,10,7,
SG100817,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-09 10:15:00,2026-01-09 10:15:00,9,2,
CH100818,soporte_remoto,whatsapp,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-01-09 10:15:00,2026-01-09 12:55:00,2,1,
C103216,cambio_plan,call_center,,,,solucionado,2026-01-09 10:15:00,2026-01-30 12:55:00,13,3,
DQ100046,sin_internet,call_center,internet,,FALLA DE FIBRA,solucionado,2026-01-09 10:30:00,2026-01-09 10:40:00,5,0,
SR100819,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-09 10:35:00,2026-01-09 10:35:00,14,2,
C103217,cambio_plan,caja,,,,solucionado,2026-01-09 10:45:00,2026-01-10 14:15:00,15,3,
CH100820,soporte_remoto,caja,tv,SIN SEÑAL DE TV,,solucionado,2026-01-09 11:15:00,2026-01-09 11:15:00,2,0,
DQ100047,sin_internet,call_center,internet,,BLOQUEO DE EQUIPO,solucionado,2026-01-09 11:35:00,2026-01-09 15:05:00,0,0,
SG103218,cambio_plan,call_center,,,,solucionado,2026-01-09 12:00:00,2026-01-10 14:20:00,9,3,
TC103219,cambio_plan,whatsapp,,,,solucionado,2026-01-09 12:55:00,2026-01-10 16:35:00,7,3,
DQ103220,cambio_plan,call_center,,,,solucionado,2026-01-09 13:50:00,2026-01-10 16:35:00,5,3,
DQ103220,cambio_titular,call_center,,,,solucionado,2026-01-09 13:50:00,2026-01-13 09:50:00,5,2,
CH100821,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-09 14:40:00,2026-01-09 14:40:00,2,1,
CH100048,sin_internet,call_center,internet,,WIFI RESETEADO,solucionado,2026-01-09 15:50:00,2026-01-09 16:35:00,2,0,
TC103222,cambio_plan,call_center,,,,solucionado,2026-01-09 16:25:00,2026-01-14 10:40:00,7,3,
TC100822,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-09 16:45:00,2026-01-09 17:30:00,10,1,
SR102230,cambio_plan,whatsapp,,,,solucionado,2026-01-09 17:20:00,2026-01-14 10:40:00,1,3,
DQ100077,cambio_plan,call_center,,,,solucionado,2026-01-09 17:40:00,2026-01-19 18:00:00,17,3,
CH100823,soporte_remoto,whatsapp,internet,STREAMING CON FALLAS,,solucionado,2026-01-12 12:55:00,2026-01-12 12:55:00,27,4,1
VG100824,soporte_remoto,whatsapp,internet,ERROR EN INGRESO A PÁGINAS,,solucionado,2026-01-12 16:40:00,2026-01-13 08:15:00,27,2,
C103223,cambio_plan,whatsapp,,,,solucionado,2026-01-13 08:30:00,2026-01-15 18:00:00,8,3,
VG100825,soporte_remoto,whatsapp,internet,PROBLEMAS CON CÁMARAS/DVR,,solucionado,2026-01-13 08:55:00,2026-01-13 10:20:00,6,0,
SR100049,sin_internet,whatsapp,internet,,,solucionado,2026-01-13 09:30:00,2026-01-13 09:45:00,1,0,
SR100050,sin_internet,call_center,internet,,,solucionado,2026-01-13 10:15:00,2026-01-14 09:35:00,1,0,
TC100019,sin_internet,caja,internet,,,cancelado,2026-01-13 10:35:00,2026-01-13 12:20:00,26,0,
CH100826,soporte_remoto,whatsapp,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-01-13 10:40:00,2026-01-14 08:40:00,2,1,
C100827,soporte_remoto,whatsapp,internet_tv,FALLAS CON LA TV,,solucionado,2026-01-13 10:55:00,,13,0,
TC100828,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-13 10:55:00,2026-01-13 13:10:00,10,2,
DQ100829,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-13 11:00:00,2026-01-13 15:45:00,5,1,
TC100830,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,cancelado,2026-01-13 11:05:00,2026-01-15 08:10:00,10,0,
C100051,sin_internet,whatsapp,internet,,BLOQUEO DE EQUIPO,solucionado,2026-01-13 11:20:00,2026-01-13 11:40:00,15,0,
TC103225,cambio_plan,whatsapp,,,,solucionado,2026-01-13 11:20:00,2026-01-15 17:45:00,17,3,
TC103225,cambio_titular,call_center,,,,solucionado,2026-01-13 11:20:00,2026-01-16 15:05:00,17,2,
DQ100831,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-01-13 11:30:00,2026-01-13 16:00:00,0,2,
TC100833,soporte_remoto,whatsapp,tv,CANALES LLUVIOSOS/PIXELADOS,,solucionado,2026-01-13 11:30:00,2026-01-13 12:30:00,26,0,
CH100834,soporte_remoto,whatsapp,tv,CANALES LLUVIOSOS/PIXELADOS,,solucionado,2026-01-13 11:30:00,2026-01-13 11:30:00,,2,
VG103224,cambio_plan,caja,,,,solucionado,2026-01-13 11:30:00,2026-01-15 17:55:00,6,3,
SR100832,soporte_remoto,call_center,tv,SIN SEÑAL DE TV,,solucionado,2026-01-13 11:35:00,2026-01-14 09:40:00,1,1,
TC102566,cambio_titular,call_center,,,,solucionado,2026-01-13 11:40:00,2026-01-15 18:00:00,26,2,
SR100835,soporte_remoto,call_center,tv,SIN SEÑAL DE TV,,solucionado,2026-01-13 11:45:00,2026-01-14 09:50:00,1,1,
CH100836,soporte_remoto,whatsapp,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-01-13 11:55:00,2026-01-14 09:05:00,2,0,
DQ100837,soporte_remoto,whatsapp,internet,PROBLEMAS CON CÁMARAS/DVR,,solucionado,2026-01-13 12:10:00,2026-01-13 16:20:00,5,2,
SR100838,soporte_remoto,caja,tv,FALLAS CON LA TV,,solucionado,2026-01-13 13:50:00,2026-01-14 10:30:00,14,1,
C103949,cambio_titular,call_center,,,,solucionado,2026-01-13 14:00:00,2026-01-16 15:15:00,15,2,
CH100839,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-01-13 14:10:00,2026-01-14 09:10:00,2,0,
SR100840,soporte_remoto,call_center,tv,SIN SEÑAL DE TV,,solucionado,2026-01-13 14:10:00,2026-01-13 14:10:00,1,2,
SR100841,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-13 14:10:00,2026-01-14 15:30:00,1,1,
TC100052,sin_internet,call_center,internet,,BLOQUEO DE EQUIPO,solucionado,2026-01-13 14:20:00,2026-01-14 09:40:00,10,0,
SR100842,soporte_remoto,caja,tv,SIN SEÑAL DE TV,,solucionado,2026-01-13 14:20:00,2026-01-14 09:15:00,1,0,
VG100843,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-13 14:25:00,2026-01-13 18:00:00,6,2,
DQ103950,cambio_titular,call_center,,,,solucionado,2026-01-13 14:25:00,2026-01-22 08:25:00,5,2,
TC103226,cambio_plan,call_center,,,,solucionado,2026-01-13 14:30:00,2026-01-15 16:50:00,26,3,
CH100844,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-01-13 15:00:00,2026-01-14 09:10:00,2,1,
CH100053,sin_internet,whatsapp,internet,,,solucionado,2026-01-13 15:10:00,2026-01-14 09:45:00,2,0,
CH100845,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-13 15:20:00,2026-01-14 09:25:00,2,0,
TC100846,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-13 15:45:00,2026-01-14 17:15:00,10,2,
CH100847,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-13 15:55:00,2026-01-14 09:15:00,2,1,
CH100848,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-13 16:00:00,2026-01-13 16:00:00,2,2,
DQ100054,sin_internet,whatsapp,internet,,,solucionado,2026-01-13 16:20:00,,5,0,
CH100055,sin_internet,call_center,internet,,,solucionado,2026-01-13 16:40:00,2026-01-14 09:50:00,2,0,
CH100849,soporte_remoto,call_center,internet_tv,SIN SEÑAL DE TV,,solucionado,2026-01-13 16:50:00,2026-01-15 08:30:00,1,0,
SG100914,cambio_plan,whatsapp,,,,solucionado,2026-01-13 17:20:00,2026-01-15 15:45:00,9,3,
SG100850,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-14 08:10:00,2026-01-14 08:15:00,9,1,
TC100864,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-14 08:30:00,2026-01-15 16:15:00,26,1,
DQ100851,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-14 08:40:00,2026-01-14 09:35:00,20,2,
C100056,sin_internet,call_center,internet,,EQUIPO NO ENGANCHA,solucionado,2026-01-14 09:30:00,2026-01-14 10:10:00,13,0,
VG100852,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-14 09:35:00,2026-01-14 10:30:00,6,0,
DQ100853,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-14 09:35:00,2026-01-14 09:45:00,11,2,
CH100854,soporte_remoto,whatsapp,internet_tv,CANALES INTERMITENTES,,solucionado,2026-01-14 09:55:00,2026-01-14 09:55:00,2,1,
SR100057,sin_internet,call_center,internet,,,solucionado,2026-01-14 10:00:00,2026-01-14 10:20:00,1,0,
C100855,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-14 10:45:00,2026-01-14 10:45:00,8,1,
C100856,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-14 10:45:00,2026-01-15 08:55:00,8,1,
CH100857,soporte_remoto,call_center,tv,CANALES INTERMITENTES,,solucionado,2026-01-14 11:15:00,2026-01-14 11:45:00,2,0,
C103227,cambio_plan,call_center,,,,solucionado,2026-01-14 11:15:00,2026-01-16 15:30:00,15,3,
TC100858,soporte_remoto,call_center,internet,STREAMING CON FALLAS,,solucionado,2026-01-14 11:55:00,,19,4,1
TC100859,soporte_remoto,whatsapp,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-01-14 13:15:00,2026-01-14 16:10:00,16,1,
C100058,sin_internet,call_center,internet,,FALLA DE FIBRA,solucionado,2026-01-14 13:25:00,2026-01-14 15:40:00,16,0,
CH100111,soporte_remoto,whatsapp,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-01-14 13:35:00,2026-01-14 15:50:00,2,0,
C103221,cambio_plan,call_center,,,,solucionado,2026-01-14 14:15:00,2026-02-02 10:05:00,13,3,
TC100860,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-14 15:05:00,2026-01-14 16:00:00,26,1,
TC103228,cambio_plan,call_center,,,,solucionado,2026-01-14 15:10:00,2026-01-16 16:10:00,26,3,
TC103951,cambio_titular,call_center,,,,solucionado,2026-01-14 15:20:00,2026-01-27 11:50:00,5,2,
DQ103229,cambio_plan,whatsapp,,,,solucionado,2026-01-14 15:25:00,2026-02-02 10:10:00,0,3,
SG100861,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-14 15:40:00,2026-01-15 08:50:00,9,0,
SR100206,cambio_titular,call_center,,,,solucionado,2026-01-14 15:45:00,2026-01-16 15:30:00,1,2,
C102415,cambio_plan,call_center,,,,solucionado,2026-01-14 15:50:00,2026-02-02 11:10:00,13,3,
SG103230,cambio_plan,call_center,,,,solucionado,2026-01-14 16:05:00,2026-01-27 10:35:00,9,3,
SR100059,sin_internet,call_center,internet,,FALLA DE FIBRA,solucionado,2026-01-14 16:30:00,2026-01-16 09:55:00,1,0,
TC103231,cambio_plan,caja,,,,solucionado,2026-01-14 16:35:00,2026-01-16 17:45:00,21,3,
C103232,cambio_plan,call_center,,,,solucionado,2026-01-14 16:35:00,2026-02-02 11:30:00,13,3,
SG100862,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-14 16:40:00,2026-01-14 16:55:00,9,7,
TCF103233,cambio_plan,whatsapp,,,,solucionado,2026-01-14 16:40:00,2026-01-19 09:55:00,17,3,
SG100863,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-14 17:00:00,2026-01-15 08:55:00,9,0,
TC100813,soporte_remoto,call_center,tv,LENTITUD E INTERMITENCIA,,solucionado,2026-01-14 17:25:00,2026-01-15 10:00:00,24,0,
DQ103234,cambio_plan,whatsapp,,,,solucionado,2026-01-14 18:00:00,2026-02-02 11:50:00,0,3,
DQ103235,cambio_plan,whatsapp,,,,solucionado,2026-01-14 18:00:00,2026-01-19 10:05:00,5,3,
DQ103236,cambio_plan,whatsapp,,,,solucionado,2026-01-15 08:30:00,2026-02-02 11:50:00,5,3,
DQ100060,sin_internet,call_center,internet,,BLOQUEO DE EQUIPO,solucionado,2026-01-15 09:05:00,,5,0,
DQ100061,sin_internet,call_center,internet,,,solucionado,2026-01-15 09:55:00,2026-01-15 10:35:00,5,0,
C103952,cambio_titular,whatsapp,,,,solucionado,2026-01-15 10:35:00,2026-01-16 15:40:00,8,2,
SG103237,cambio_plan,whatsapp,,,,solucionado,2026-01-15 10:50:00,2026-01-19 10:50:00,9,3,
TCF100865,soporte_remoto,call_center,tv,SIN SEÑAL DE TV,,solucionado,2026-01-15 11:40:00,2026-01-17 08:50:00,10,1,
DQ103238,cambio_plan,call_center,,,,solucionado,2026-01-15 11:45:00,2026-01-19 11:00:00,0,3,
CH100866,soporte_remoto,call_center,internet_tv,CANALES INTERMITENTES,,solucionado,2026-01-15 11:55:00,2026-01-16 10:15:00,2,0,
DQ103238,cambio_plan,whatsapp,,,,solucionado,2026-01-15 12:15:00,2026-01-19 11:20:00,24,3,
CH100823,soporte_remoto,call_center,internet,PROBLEMAS CON TEST DE VELOCIDAD,,solucionado,2026-01-15 12:35:00,2026-01-15 15:45:00,19,1,1
TC100867,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-15 13:45:00,2026-01-15 16:20:00,16,1,
VG100062,sin_internet,whatsapp,internet,,BLOQUEO DE EQUIPO,solucionado,2026-01-15 14:10:00,2026-01-15 15:20:00,6,0,
VG100063,sin_internet,call_center,internet,,BLOQUEO DE EQUIPO,solucionado,2026-01-15 14:10:00,2026-01-15 15:35:00,6,0,
CH100868,soporte_remoto,whatsapp,internet_tv,CANALES INTERMITENTES,,solucionado,2026-01-15 14:55:00,2026-01-16 10:30:00,2,0,
C102415,cambio_titular,whatsapp,,,,solucionado,2026-01-15 15:40:00,2026-01-16 16:05:00,13,2,
DQ100869,soporte_remoto,call_center,internet_tv,CANALES INTERMITENTES,,solucionado,2026-01-15 16:00:00,2026-01-15 16:40:00,17,0,
DQ100870,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-01-15 16:20:00,2026-01-15 17:05:00,0,0,
C103239,cambio_plan,caja,,,,solucionado,2026-01-15 16:30:00,2026-02-02 11:55:00,8,3,
CH100235,soporte_remoto,call_center,tv,CANALES INTERMITENTES,,solucionado,2026-01-15 17:00:00,2026-01-16 12:40:00,2,1,
SG101659,cambio_plan,caja,,,,solucionado,2026-01-15 17:00:00,2026-01-19 11:30:00,9,3,
SG103240,cambio_plan,call_center,,,,solucionado,2026-01-15 17:00:00,2026-01-19 14:05:00,9,3,
SG103241,cambio_plan,call_center,,,,solucionado,2026-01-15 17:00:00,2026-01-19 14:35:00,9,3,
DQ100871,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,cancelado,2026-01-15 17:15:00,2026-01-16 10:20:00,0,1,
DQ100008,sin_internet,call_center,internet,,VLAN DUPLICADA,solucionado,2026-01-15 17:20:00,2026-01-15 17:20:00,0,0,
SR100498,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-15 17:20:00,2026-01-16 08:50:00,1,0,
TC100004,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-15 17:30:00,2026-01-16 09:35:00,26,0,
SR103242,cambio_plan,call_center,,,,solucionado,2026-01-15 17:55:00,2026-02-02 12:00:00,24,3,
TC103243,cambio_plan,call_center,,,,solucionado,2026-01-16 08:25:00,2026-02-02 12:15:00,10,3,
DQ100064,sin_internet,call_center,internet,,FALLA DE FIBRA,solucionado,2026-01-16 09:05:00,2026-01-16 12:15:00,5,0,
TCF100065,sin_internet,call_center,internet,,WIFI DESACTIVADO,solucionado,2026-01-16 09:30:00,2026-01-16 09:55:00,17,0,
TC103953,cambio_titular,whatsapp,,,,solucionado,2026-01-16 09:30:00,2026-01-16 16:20:00,7,2,
VG100872,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-01-16 10:15:00,2026-01-16 10:55:00,6,0,
CH100083,soporte_remoto,whatsapp,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-01-16 11:00:00,2026-01-17 16:40:00,2,0,
SG103244,cambio_plan,call_center,,,,solucionado,2026-01-16 11:00:00,2026-01-19 14:45:00,9,3,
